Type,Debt,Introduce Date,Introduce Author,Introduce Comment,Remove Date,Remove Author,Remove Comment,Introduce ID,Remove ID
DESIGN,// TODO: check fencing info?,2012-07-20,Todd Lipcon,HDFS-3077. Quorum-based protocol for reading and writing edit logs. Contributed by Todd Lipcon based on initial work from Brandon Li and Hari Mankude.,2012-07-25,Todd Lipcon,HDFS-3694. Fix getEditLogManifest to fetch httpPort if necessary. Contributed by Todd Lipcon.,74d4573a23db5586c6e47ff2277aa7c35237da34,939f4a9f92ab260aee697d3715946218a7ff769a
DESIGN,//TODO Could verify the correct format for these directories.,2011-08-18,Vinod Kumar Vavilapalli,"MAPREDUCE-279. MapReduce 2.0. Merging MR-279 branch into trunk. Contributed by Arun C Murthy, Christopher Douglas, Devaraj Das, Greg Roelofs, Jeffrey Naisbitt, Josh Wills, Jonathan Eagles, Krishna Ramachandran, Luke Lu, Mahadev Konar, Robert Evans, Sharad Agarwal, Siddharth Seth, Thomas Graves, and Vinod Kumar Vavilapalli.",2012-04-10,Thomas Graves,MAPREDUCE-4059. The history server should have a separate pluggable storage/query interface. (Robert Evans via tgraves).,dbecbe5dfe50f834fc3b8401709079e9470cc517,cbb5f6109097a77f18f5fb0ba62ac132b8fa980f
DESIGN,// TODO Is this really required.,2011-08-18,Vinod Kumar Vavilapalli,"MAPREDUCE-279. MapReduce 2.0. Merging MR-279 branch into trunk. Contributed by Arun C Murthy, Christopher Douglas, Devaraj Das, Greg Roelofs, Jeffrey Naisbitt, Josh Wills, Jonathan Eagles, Krishna Ramachandran, Luke Lu, Mahadev Konar, Robert Evans, Sharad Agarwal, Siddharth Seth, Thomas Graves, and Vinod Kumar Vavilapalli.",2012-04-10,Thomas Graves,MAPREDUCE-4059. The history server should have a separate pluggable storage/query interface. (Robert Evans via tgraves).,dbecbe5dfe50f834fc3b8401709079e9470cc517,cbb5f6109097a77f18f5fb0ba62ac132b8fa980f
DESIGN,"//TODO This should ideally be using getAllJobsMetaInfo // or get rid of that method once Job has APIs for user, finishTime etc.",2011-08-18,Vinod Kumar Vavilapalli,"MAPREDUCE-279. MapReduce 2.0. Merging MR-279 branch into trunk. Contributed by Arun C Murthy, Christopher Douglas, Devaraj Das, Greg Roelofs, Jeffrey Naisbitt, Josh Wills, Jonathan Eagles, Krishna Ramachandran, Luke Lu, Mahadev Konar, Robert Evans, Sharad Agarwal, Siddharth Seth, Thomas Graves, and Vinod Kumar Vavilapalli.",2012-04-10,Thomas Graves,MAPREDUCE-4059. The history server should have a separate pluggable storage/query interface. (Robert Evans via tgraves).,dbecbe5dfe50f834fc3b8401709079e9470cc517,cbb5f6109097a77f18f5fb0ba62ac132b8fa980f
DESIGN,//TODO fixme - bogus appAttemptID for now,2011-08-18,Vinod Kumar Vavilapalli,"MAPREDUCE-279. MapReduce 2.0. Merging MR-279 branch into trunk. Contributed by Arun C Murthy, Christopher Douglas, Devaraj Das, Greg Roelofs, Jeffrey Naisbitt, Josh Wills, Jonathan Eagles, Krishna Ramachandran, Luke Lu, Mahadev Konar, Robert Evans, Sharad Agarwal, Siddharth Seth, Thomas Graves, and Vinod Kumar Vavilapalli.",NULL,NULL,NULL,dbecbe5dfe50f834fc3b8401709079e9470cc517,NULL
DESIGN,//TODO fixme - bogus appID for now,2011-08-18,Vinod Kumar Vavilapalli,"MAPREDUCE-279. MapReduce 2.0. Merging MR-279 branch into trunk. Contributed by Arun C Murthy, Christopher Douglas, Devaraj Das, Greg Roelofs, Jeffrey Naisbitt, Josh Wills, Jonathan Eagles, Krishna Ramachandran, Luke Lu, Mahadev Konar, Robert Evans, Sharad Agarwal, Siddharth Seth, Thomas Graves, and Vinod Kumar Vavilapalli.",NULL,NULL,NULL,dbecbe5dfe50f834fc3b8401709079e9470cc517,NULL
DESIGN,// workaround the absent public distcache.,2012-01-30,Mahadev Konar,MAPREDUCE-3703. ResourceManager should provide node lists in JMX output. (Eric Payne via mahadev),NULL,NULL,NULL,7e4725db41674a74846b9b252a575da23a1a2b11,NULL
DESIGN,"// because we have class identity checking above, and for this class // isValid() is always true.",2012-12-05,Aaron Myers,HDFS-4199. Provide test for HdfsVolumeId. Contributed by Ivan A. Veselovsky.,2015-08-17,Andrew Wang,HDFS-8895. Remove deprecated BlockStorageLocation APIs.,6cc49f1a8b72eefb91e405d7bde0468906c1819f,eee4d716b48074825e1afcd9c74038a393ddeb69
DESIGN,"// because we have class identity checking above, and for this class // isValid() is always true.",2014-12-19,Karthik Kambatla,YARN-2738. [YARN-2574] Add FairReservationSystem for FairScheduler. (Anubhav Dhoot via kasha),2015-08-02,Carlo Curino,YARN-3974. Refactor the reservation system test cases to use parameterized base test. (subru via curino),a22ffc318801698e86cd0e316b4824015f2486ac,8572a5a14b999a866fa64ce32ee20078ffefdb1e
DESIGN,"// because we have class identity checking above, and for this class // isValid() is always true.",2015-06-12,Andrew Wang,HDFS-8499. Refactor BlockInfo class hierarchy with static helper class. Contributed by Zhe Zhang.,2015-08-05,Jing Zhao,"Revert ""HDFS-8499. Refactor BlockInfo class hierarchy with static helper class. Contributed by Zhe Zhang.""",c17439c2ddd921b63b1635e6f1cba634b8da8557,f4c523b69ba55b1fd35e8995c3011a9f546ac835
DESIGN,"// because we have class identity checking above, and for this class // isValid() is always true.",2015-02-25,Jing Zhao,HDFS-7749. Erasure Coding: Add striped block support in INodeFile. Contributed by Jing Zhao.,2015-07-15,Zhe Zhang,HDFS-8058. Erasure coding: use BlockInfo[] for both striped and contiguous blocks in INodeFile. Contributed by Zhe Zhang and Yi Liu.,9f2f583f401189c3f4a2687795a9e3e0b288322b,7e091de1366f4b57b5433bc19d738199dc05313d
DESIGN,// workaround the absent public distcache.,2012-01-13,Vinod Kumar Vavilapalli,MAPREDUCE-3404. Corrected MR AM to honor speculative configuration and enable speculating either maps or reduces. Contributed by Eric Payne.,NULL,NULL,NULL,b62c1b8563c7b870ace40bed424b4e1f90a058d7,NULL
DESIGN,// workaround the absent public distcache.,2014-06-24,Chris Nauroth,"HADOOP-10728. Metrics system for Windows Azure Storage Filesystem. Contributed by Dexter Bradshaw, Mostafa Elhemali, Xi Fang, Johannes Klein, David Lao, Mike Liddell, Chuan Liu, Lengning Liu, Ivan Mitic, Michael Rys, Alexander Stojanovic, Brian Swan, and Min Wei.",NULL,NULL,NULL,0d91576ec31f63402f2db6107a04155368e2632d,NULL
DESIGN,// workaround the absent public distcache.,2013-09-27,Alejandro Abdelnur,YARN-1021. Yarn Scheduler Load Simulator. (ywskycn via tucu),NULL,NULL,NULL,58b08e11b9f04c9190ab4a07473f0ee04e01ec6b,NULL
DESIGN,// workaround the absent public distcache.,2013-12-16,Vinod Kumar Vavilapalli,YARN-312. Introduced ResourceManagerAdministrationProtocol changes to support changing resources on node. Contributed by Junping Du.,NULL,NULL,NULL,49ad07af9782c2c2608799573e815a7cfc26851f,NULL
DESIGN,// workaround the absent public distcache.,2014-11-12,Karthik Kambatla,YARN-2236. [YARN-1492] Shared Cache uploader service on the Node Manager. (Chris Trezzo and Sanjin Lee via kasha),NULL,NULL,NULL,a04143039e7fe310d807f40584633096181cfada,NULL
DESIGN,//TODO: move it to DatanodeID once HADOOP-2797 has been committed,2011-06-12,Todd Lipcon,"HADOOP-7106. Reorganize SVN layout to combine HDFS, Common, and MR in a single tree (project unsplit)",2012-04-11,Eli Collins,HDFS-3244. Remove dead writable code from hdfs/protocol. Contributed by Eli Collins,a196766ea07775f18ded69bd9e8d239f8cfd3ccc,80447bd35a79ca58a03354d0552fbefd4edd7565
DESIGN,// 1. create snapshot // TODO: we also need to check creating snapshot for a directory under a // snapshottable directory,2012-11-01,Suresh Srinivas,HDFS-4133. Add testcases for testing basic snapshot functionalities. Contributed by Jing Zhao.,2012-11-20,Suresh Srinivas,HDFS-4175. Additional snapshot tests for more complicated directory structure and modifications. Contributed by Jing Zhao.,8b71399abb323698a4850cd4f4a1e3763f13e6a2,1253e02f6654bd05ab063225208dec0324691fc9
DESIGN,"/**
hadoop,   * Creating snapshots for a directory that is not snapshottable must fail.
hadoop,   * 
hadoop,   * TODO: Listing/Deleting snapshots for a directory that is not snapshottable
hadoop,   * should also fail.
hadoop,   */",2012-11-05,Tsz-wo Sze,"HDFS-4147. When there is a snapshot in a subtree, deletion of the subtree should fail. Contributed by Jing Zhao",2013-03-13,Suresh Srinivas,HDFS-4144. Create test for all snapshot-related metrics. Contributed by Jing Zhao.,b3bc2fb76e1aca8e7327d1d1a6e4c8a013c575de,719c313be12be3afd83b97a5a13dd0585c7f5819
DESIGN,// TODO: fix append for snapshots //      mList.add(append);,2012-12-17,Tsz-wo Sze,HDFS-4317. Change INode and its subclasses to support HDFS-4103.,2013-01-17,Tsz-wo Sze,"HDFS-4098. Add FileWithSnapshot, INodeFileUnderConstructionWithSnapshot and INodeFileUnderConstructionSnapshot for supporting append to snapshotted files.",cbbaa93ae09bf5cf643263faf78f99315c4f3a8d,b71d3868908a49c1b2e353afea795a76dfb20f7d
DESIGN,"//      TODO: fix append for snapshots //      Modification append = new FileAppend( //          node.fileList.get((node.nullFileIndex + 2) % node.fileList.size()), //          hdfs, (int) BLOCKSIZE);",2012-12-21,Tsz-wo Sze,HDFS-4103. Support O(1) snapshot creation.,2013-01-17,Tsz-wo Sze,"HDFS-4098. Add FileWithSnapshot, INodeFileUnderConstructionWithSnapshot and INodeFileUnderConstructionSnapshot for supporting append to snapshotted files.",b9f965de120b5278ac84a7e98aecb32aafde4c16,b71d3868908a49c1b2e353afea795a76dfb20f7d
DESIGN,//TODO //mList.add(append);,2013-01-23,Suresh Srinivas,HDFS-4126. Add reading/writing snapshot information to FSImage. Contributed by Jing Zhao.,2013-01-28,Suresh Srinivas,HDFS-4432. Support INodeFileUnderConstructionWithSnapshot in FSImage saving/loading. Contributed by Jing Zhao.,fe3584aadfc7839abcd03239e4d07afd12b8b90f,5988208b7d2fa3c0378f17fe67ada99a25342829
DESIGN,// check fsimage saving/loading //      TODO: fix fsimage //      checkFSImage();,2013-02-08,Tsz-wo Sze,HDFS-4446. Support file snapshots with diff lists.,2013-02-14,Tsz-wo Sze,HDFS-4481. Change fsimage to support snapshot file diffs.,4f7d921324c7fa9623c34688e3f2aa57fbfcb8b3,02e6b72ae148fc8c2ba02ef624536b9e48997b31
DESIGN,// Setup local RPC Server to accept status requests directly from clients  // TODO need to setup a protocol for client to be able to communicate to the RPC server  // TODO use the rpc port info to register with the RM for the client to send requests to this app master,2011-09-30,Arun Murthy,"MAPREDUCE-2719. Add a simple, DistributedShell, application to illustrate alternate frameworks on YARN. Contributed by Hitesh Shah.",NULL,NULL,NULL,fad230a49d0d4cdbb2062b10c3dea6c755737db5,NULL
DESIGN,// Check what the current available resources in the cluster are // TODO should we do anything if the available resources are not enough? ,2011-09-30,Arun Murthy,"MAPREDUCE-2719. Add a simple, DistributedShell, application to illustrate alternate frameworks on YARN. Contributed by Hitesh Shah.",2013-03-21,Bikas Saha,YARN-417. Create AMRMClient wrapper that provides asynchronous callbacks. (Sandy Ryza via bikas),fad230a49d0d4cdbb2062b10c3dea6c755737db5,28bac402953a4337deedf0472611f5775c7a74c9
DESIGN,// TODO do we need to release this container? ,2011-09-30,Arun Murthy,"MAPREDUCE-2719. Add a simple, DistributedShell, application to illustrate alternate frameworks on YARN. Contributed by Hitesh Shah.",2013-06-14,Vinod Kumar Vavilapalli,YARN-639. Modified Distributed Shell application to start using the new NMClient library. Contributed by Zhijie Shen.,fad230a49d0d4cdbb2062b10c3dea6c755737db5,b503b6a07d7210c94657131dcd97239012ecb313
DESIGN,// TODO - what is the range for priority? how to decide? ,2011-09-30,Arun Murthy,"MAPREDUCE-2719. Add a simple, DistributedShell, application to illustrate alternate frameworks on YARN. Contributed by Hitesh Shah.",NULL,NULL,NULL,fad230a49d0d4cdbb2062b10c3dea6c755737db5,NULL
DESIGN,"// TODO: when modification times can be set, directories should be // emitted to reducers so they might be preserved. Also, mkdirs does // not currently return an error when the directory already exists; // if this changes, all directory work might as well be done in reduce",2011-06-12,Todd Lipcon,"HADOOP-7106. Reorganize SVN layout to combine HDFS, Common, and MR in a single tree (project unsplit)",2015-05-20,Akira Ajisaka,HADOOP-11698. Remove DistCpV1 and Logalyzer. Contributed by Brahma Reddy Battula.,a196766ea07775f18ded69bd9e8d239f8cfd3ccc,4aa730ce85d4c69c0ea8227c6c5276d96454c426
DESIGN,"// If dst is '/' on S3, it might not exist yet, but dst.getParent() // will return null. In this case, use '/' as its own parent to prevent // NPE errors below.",2011-06-12,Todd Lipcon,"HADOOP-7106. Reorganize SVN layout to combine HDFS, Common, and MR in a single tree (project unsplit)",2015-05-20,Akira Ajisaka,HADOOP-11698. Remove DistCpV1 and Logalyzer. Contributed by Brahma Reddy Battula.,a196766ea07775f18ded69bd9e8d239f8cfd3ccc,4aa730ce85d4c69c0ea8227c6c5276d96454c426
DESIGN,// TODO - what is the range for priority? how to decide? ,2011-09-30,Arun Murthy,"MAPREDUCE-2719. Add a simple, DistributedShell, application to illustrate alternate frameworks on YARN. Contributed by Hitesh Shah.",NULL,NULL,NULL,fad230a49d0d4cdbb2062b10c3dea6c755737db5,NULL
DESIGN,// Set the user submitting this application  // TODO can it be empty? ,2011-09-30,Arun Murthy,"MAPREDUCE-2719. Add a simple, DistributedShell, application to illustrate alternate frameworks on YARN. Contributed by Hitesh Shah.",2012-06-19,Siddharth Seth,MAPREDUCE-4306. Fix distributed shell to work with users other than the one running the daemons. (Contributed by Ahmed Radwan),fad230a49d0d4cdbb2062b10c3dea6c755737db5,daa28cc6ce23ef5c8db8b9f896f342cb770dd092
DESIGN,"// TODO clarify whether multiple jobs with the same app id can be submitted and be running at  // the same time.  // If yes, can we kill a particular attempt only?",2011-09-30,Arun Murthy,"MAPREDUCE-2719. Add a simple, DistributedShell, application to illustrate alternate frameworks on YARN. Contributed by Hitesh Shah.",NULL,NULL,NULL,fad230a49d0d4cdbb2062b10c3dea6c755737db5,NULL
DESIGN,// this could be optimized better,2011-12-13,Vinod Kumar Vavilapalli,MAPREDUCE-2863. Support web services for YARN and MR components. (Thomas Graves via vinodkv),2012-01-05,Arun Murthy,MAPREDUCE-3326. Added detailed information about queue's to the CapacityScheduler web-ui. Contributed by Jason Lowe.,0ea8570be578be60e2f32849900a1c50506d78d3,4404f20671048ca4066a74094cb0961d664c5330
DESIGN,"/* Given a data node set, build a network topology and decide
hadoop,   * over-utilized datanodes, above average utilized datanodes, 
hadoop,   * below average utilized datanodes, and underutilized datanodes. 
hadoop,   * The input data node set is shuffled before the datanodes 
hadoop,   * are put into the over-utilized datanodes, above average utilized
hadoop,   * datanodes, below average utilized datanodes, and
hadoop,   * underutilized datanodes lists. This will add some randomness
hadoop,   * to the node matching later on.
hadoop,   * 
hadoop,   * @return the total number of bytes that are 
hadoop,   *                needed to move to make the cluster balanced.
hadoop,   * @param datanodes a set of datanodes
hadoop,   */",2011-06-12,Todd Lipcon,"HADOOP-7106. Reorganize SVN layout to combine HDFS, Common, and MR in a single tree (project unsplit)",NULL,NULL,NULL,a196766ea07775f18ded69bd9e8d239f8cfd3ccc,NULL
DESIGN,"/* Decide all the nodes that will participate in the block move and
hadoop,       * the number of bytes that need to be moved from one node to another
hadoop,       * in this iteration. Maximum bytes to be moved per node is
hadoop,       * Min(1 Band worth of bytes,  MAX_SIZE_TO_MOVE).
hadoop,       */",2011-06-12,Todd Lipcon,"HADOOP-7106. Reorganize SVN layout to combine HDFS, Common, and MR in a single tree (project unsplit)",NULL,NULL,NULL,a196766ea07775f18ded69bd9e8d239f8cfd3ccc,NULL
DESIGN,// TODO fix this: make it more sophisticated!!!,2011-06-12,Todd Lipcon,"HADOOP-7106. Reorganize SVN layout to combine HDFS, Common, and MR in a single tree (project unsplit)",2015-11-09,Haohui Mai,HDFS-2261. AOP unit tests are not getting compiled or run. Contributed by Haohui Mai.,a196766ea07775f18ded69bd9e8d239f8cfd3ccc,94a1833638df0e23155f5ae61b81416627486a15
DESIGN,// todo - switch to use JobInfo,2011-12-13,Vinod Kumar Vavilapalli,MAPREDUCE-2863. Support web services for YARN and MR components. (Thomas Graves via vinodkv),NULL,NULL,NULL,0ea8570be578be60e2f32849900a1c50506d78d3,NULL
DESIGN,"// Trigger each of the DNs to scan this block immediately. // The block pool scanner doesn't run frequently enough on its own // to notice these, and due to HDFS-1371, the client won't report // bad blocks to the NN when all replicas are bad.",2012-09-12,Eli Collins,HDFS-3902. TestDatanodeBlockScanner#testBlockCorruptionPolicy is broken. Contributed by Andy Isaacson,2014-12-17,Colin Patrick Mccabe,HDFS-7430. Refactor the BlockScanner to use O(1) memory and use multiple threads (cmccabe),2ba149f85c94d1f2a1d8833b8b9c3b36c5600ce2,6e62a1a6728b1f782f64065424f92b292c3f163a
